sentiment,text,user,,,
positive,"RT @WorldToBe1: The #UkraineConflict: Where many ignore History, Chronology...https://t.co/PxoI7swsiH #Deutschland #UK #GBR #France #Espanaâ€¦",WorldToBe1,,,
neutral,"RT @Highfield_Res: Our Managing Director and CEO Ignacio Salazar is interviewed by @SPGlobal, discussing how the #ukraineconflict is impactâ€¦",StefiMaher,,,
neutral,"Our Managing Director and CEO Ignacio Salazar is interviewed by @SPGlobal, discussing how the #ukraineconflict is iâ€¦ https://t.co/BZAMO5luWp",Highfield_Res,,,
neutral,"Beijing chafes at Moscowâ€™s requests for support, Chinese officials say\n#Ukraine #Russia #UkraineConflict #Europeâ€¦ https://t.co/6q5au4KXQQ",1DeepThinker7,,,
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Armâ€¦,Remember1421,,,
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Armâ€¦,geof_hughes,,,
neutral,"Ukraine's Zelenskiy eyes \inflection point\"" in war as Russia tightens grip on key target @sightmagazineâ€¦ https://t.co/s2tblSrxVZ""",sightmagazine,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/I555CWh6sh,caffeinsomniac,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/74QMyyonA1,caffeinsomniac,,,
negative,#Ukrainian forces take turns firing rockets at Russian military vehicles.\n\n#Ukraine #FuckPutin #UkraineRussiaWarâ€¦ https://t.co/cZc9YhQkNK,RusskieUkraine,,,
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Armâ€¦,4truthnjustiz,,,
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Armâ€¦,minnie_mall,,,
neutral,The #UK has pledged to send medium-range rockwt systems to #Ukraine after the #US and #Germany said they would equiâ€¦ https://t.co/ZAamdtpUUr,Moritzbhg,,,
neutral,"#NATO Secretary #jensstoltenberg delivers remarks at #whitehouse stakeout location about #ukraineconflict ,â€¦ https://t.co/HcSjKAotyU",angelonoli,,,
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Armâ€¦,davidwjohns1111,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/sc1bYAwA7d,caffeinsomniac,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/ZxqQW9zXvX,caffeinsomniac,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/KRMrxJTkRF,caffeinsomniac,,,
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Armâ€¦,ElenaGekker,,,
neutral,"RT @ndayihim1982: Vladimir Poutine,prÃ©sident de la fÃ©dÃ©ration de Russie a une faÃ§on particuliÃ¨re de montrer Ã  la face du monde qu'une visitâ€¦",NdolimanaLonar7,,,
neutral,"Vladimir Poutine,prÃ©sident de la fÃ©dÃ©ration de Russie a une faÃ§on particuliÃ¨re de montrer Ã  la face du monde qu'uneâ€¦ https://t.co/Swih5U9jw2",ndayihim1982,,,
neutral,RT @HitoshiMisaka2: Kishida may go to NATO summit | #NHK WORLD-JAPAN News\n#News #UkraineCrisis #Ukraine/#RussianWarCrimes #Russia #China #Nâ€¦,HitoshiMisaka1,,,
neutral,Kishida may go to NATO summit | #NHK WORLD-JAPAN News\n#News #UkraineCrisis #Ukraine/#RussianWarCrimes #Russiaâ€¦ https://t.co/eHGWumYnYx,HitoshiMisaka2,,,
neutral,#odesa #ukrainecrisis \nhttps://t.co/2jgKheHuyp https://t.co/AY2nnSPzlN,bordode,,,
neutral,"In the suburbs of Severodonetsk in eastern Ukraine, two Reuters reporters were reportedly injured in a shooting whiâ€¦ https://t.co/kDicqBcHyI",fns124,,,
neutral,RT @RTNNewspaper: #Ukrainecrisis Spanish weapons sent to Ukraine â€˜only enough for two hours of fightingâ€™ https://t.co/DwsH4pSHkN,SolTimesNews,,,
neutral,#Ukrainecrisis Spanish weapons sent to Ukraine â€˜only enough for two hours of fightingâ€™ https://t.co/DwsH4pSHkN,RTNNewspaper,,,
neutral,RT @mathrubhumieng: Biden: Ukraine settlement needed for peace https://t.co/nCMWvAeW7f #JoeBiden #America #RussiaVsUkraine #UkraineCrisis #â€¦,mathrubhumi,,,
neutral,Biden: Ukraine settlement needed for peace https://t.co/nCMWvAeW7f #JoeBiden #America #RussiaVsUkraine #UkraineCrisis #WorldNews,mathrubhumieng,,,
neutral,RT @vifindia: #Vimarsh on #China Challenge in the Wake of the #UkraineCrisis by Amb @ashokkkantha Director @ics_delhi | Tuesday 21 June 202â€¦,ics_delhi,,,
positive,India should quickly adapt and learn from the gaps exposed in the Russian military during the #Ukrainecrisis. Fromâ€¦ https://t.co/MV7ODWBaPT,orfonline,,,
neutral,RT @RTNNewspaper: #Ukrainecrisis Chechen leader Kadyrov claims Russia will escalate its campaign in Ukraine https://t.co/af0fX94nUF,SolTimesNews,,,
neutral,#Ukrainecrisis Chechen leader Kadyrov claims Russia will escalate its campaign in Ukraine https://t.co/af0fX94nUF,RTNNewspaper,,,
positive,RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK ðŸ‘‰ https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #grâ€¦,vicky_whedbee,,,
positive,One Manâ€™s Mayhem â€“ General Putin (The Russian Invasion of UkraineÂ #91)\n#UkraineRussianWar #UkraineWillResistâ€¦ https://t.co/7nArF5RqO1,cjachtung,,,
positive,"SOLEDAR, Ukraine â€” Ukraine marked 100 days since Russiaâ€™s invasion on Friday with fighting raging across the east oâ€¦ https://t.co/PrZ4aglOPi",tribunephl,,,
positive,"SOLEDAR, Ukraine â€” Ukraine marked 100 days since Russiaâ€™s invasion on Friday with fighting raging across the east oâ€¦ https://t.co/temPnzoOi4",cnc_tribunephl,,,
neutral,RT @HitoshiMisaka2: Ukrainian evacuees treat host villagers in Japan to borscht | #NHK WORLD-JAPAN News\n#Topic #UkraineCrisis #RussianWarCrâ€¦,HitoshiMisaka1,,,
neutral,Ukrainian evacuees treat host villagers in Japan to borscht | #NHK WORLD-JAPAN News\n#Topic #UkraineCrisisâ€¦ https://t.co/BejjMaP3mG,HitoshiMisaka2,,,
neutral,RT @id_communism: Poster by the Communist Party of Greece (#KKE):\n\nðŸ†˜ALERTðŸ†˜\n\nðŸŸ¥NO INVOLVEMENT OF #GREECE IN THE #WAR\nðŸŸ¥NO FACILITATION TO THEâ€¦,GiannesT1,,,
positive,Fire detection as of 19 UTC and huge smoke cloud as of 16 (~100km length) show new fire developed in few hoursâ€¦ https://t.co/w82Q2SCucI,Sat_dat_,,,
negative,"RT @bmorejean: @Angry_Staffer Good God, thatâ€™s an insulting analysis. The Russian soldiers are vicious ugly people. The torture and rape reâ€¦",tnqindy09,,,
positive,(1) Op 1 juni slaagden de Special Operations Forces van OekraÃ¯ne erin een modern en waardevol Russisch communicatieâ€¦ https://t.co/l6hbAVa6aO,kroon125,,,
neutral,"War in Ukraine: We are holding on, say Mykolaiv residents Residents in the southern region of Ukraine speak of theiâ€¦ https://t.co/EPu45QXR0T",USOverwatch,,,
positive,RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK ðŸ‘‰ https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #grâ€¦,vickibooks,,,
neutral,RT @vifindia: #Vimarsh on #China Challenge in the Wake of the #UkraineCrisis by Amb @ashokkkantha Director @ics_delhi | Tuesday 21 June 202â€¦,ashokkkantha,,,
neutral,RT @RTNNewspaper: #Ukrainecrisis 100 days of war: 100 observations from Russiaâ€™s invasion of Ukraine https://t.co/yG4sfb5onM,SolTimesNews,,,
neutral,#Ukrainecrisis 100 days of war: 100 observations from Russiaâ€™s invasion of Ukraine https://t.co/yG4sfb5onM,RTNNewspaper,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/il5sPH7aVK,caffeinsomniac,,,
positive,RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK ðŸ‘‰ https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #grâ€¦,WeissJsw819,,,
neutral,"Ukraine war: Hungry Africans are victims of the conflict, Macky Sall tells Vladimir Putin African Union head Mackyâ€¦ https://t.co/fLgHWMJpCK",USOverwatch,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/W5uhNkug0e,caffeinsomniac,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/vTc55Yp6jn,caffeinsomniac,,,
neutral,Voices of the Children of Ukraine\nhttps://t.co/JwQI4IsIQO\n\n#Ukraineï¸ #UkraineWar #charity #UkraineRussiaWarâ€¦ https://t.co/rvPgO8OzUD,LordHakuten,,,
neutral,RT @audiocustoms82: This is what we do\nhttps://t.co/QcLM6bda6E\n\n#VansWithoutBorders #Ukraine #volunteer #UkraineCrisis,EpochZ4,,,
positive,"RT @kgardinerable: 100 days since the escalation, schools decimated by bombs and missiles is something we are seeing far too often here inâ€¦",licardop,,,
positive,RT @WorldBeyondWar: #NoWarInUkraine! Take a look at this page https://t.co/na2mNM5ddX to learn more about the #UkraineCrisis and find eventâ€¦,OrioliAlberto,,,
positive,RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK ðŸ‘‰ https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #grâ€¦,TonyaWrites,,,
neutral,This is what we do\nhttps://t.co/QcLM6bda6E\n\n#VansWithoutBorders #Ukraine #volunteer #UkraineCrisis,audiocustoms82,,,
negative,Map of the approximate situation in Ukraine as of 00:00 UTC 03/06/22.\n@War_Mapper\n#UkraineCrisisâ€¦ https://t.co/FpsJtmYTFP,_SirPeter,,,
positive,#ICYMI\n\nTop news on https://t.co/kPy2t7O8uM:\n\n#UkraineCrisis: #Russiaâ€™s Invasion of #Ukraine Reaches 100-Day Markâ€¦ https://t.co/sMxbEg22nQ,libertynation,,,
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runniâ€¦",ConnieLutz9,,,
positive,The #Ukrainecrisis is a good opportunity for India to right-size its relationship with #Russiaâ€”review and broad basâ€¦ https://t.co/W92T1wqMfd,orfonline,,,
neutral,A historian corrects misunderstandings about #Ukrainian and #Russian history \n\n#Ukraine #Russia #UkraineRussiaWarâ€¦ https://t.co/Hox2jUFxCD,citidotio,,,
neutral,RT @LordHakuten: https://t.co/e7KSaJ8xP7\n\n#Ukraineï¸ #UkraineWar #charity #UkraineRussiaWar #UkraineUnderAttaÑk #Ukrainecrisis #UkraineCrisiâ€¦,LordHakuten,,,
negative,Putin Is Dead?\n\n#VladimirPutin #Putin #Ukraine #UkraineWar #UkraineRussianWar\n#UkraineUnderAttaÑk #Ukrainianâ€¦ https://t.co/wemAnI1H1L,The5HbK,,,
neutral,RT @kroon125: Het Britse ministerie van Defensie publiceert wijzigingen in de kaart van vijandelijkheden op het grondgebied van OekraÃ¯ne geâ€¦,Socratesnow67,,,
negative,"From Tesla to Peloton, companies slow hiring as economy sputters #Alibaba #Carvana #elonmusk #HenkelAG #Metaâ€¦ https://t.co/zj2sABJBsB",dellyranksindia,,,
neutral,"Twee journalisten van #Reuters gewond, bestuurder gedood in de buurt van #Sievierodonetsk #Ukraine #UkraineCrisisâ€¦ https://t.co/nT01x7E0Y6",kroon125,,,
positive,"RT @selectedwisdom: We learned more about Kremlin's covert propaganda &amp; disinformation system today via @AP, thus we updated our chart, seeâ€¦",GREENAPPLELG,,,
neutral,"RT @cbccolleenjones: Emotion.\nLots of it, as the charter plane carrying over 300 Ukrainianâ€™s,fleeing the war in their homeland, arrives inâ€¦",SH_BordenColley,,,
positive,Proud to be partnering with @BaptistWorld to reach vulnerable children affected by #ukrainecrisis. Earlier this weeâ€¦ https://t.co/eeLVmQn6Xg,WVMEERO,,,
neutral,RT @RTNNewspaper: #Ukrainecrisis Russian soldiers threaten to sell abandoned Ukrainian cars if owners donâ€™t show https://t.co/vfUZTVOQkC,SolTimesNews,,,
neutral,#Ukrainecrisis Russian soldiers threaten to sell abandoned Ukrainian cars if owners donâ€™t show https://t.co/vfUZTVOQkC,RTNNewspaper,,,
positive,Ukraine war: Chernobyl scarred by Russian troops' damage and looting Ukraine says the Russian army stole much equipâ€¦ https://t.co/TcjbgYUOE6,USOverwatch,,,
positive,Our Best Of May Images Are In!\n\nFeaturing Partners: EFE; Polaris; DPA; Sipa USA\n\n#Newscom #NewscomImagesâ€¦ https://t.co/NP5qSbUrQ2,NewscomImages,,,
positive,RT @MarcusVegetable: The Clash - Safe European Home https://t.co/HLsfGZMK3D via @YouTube #great #TheClash but #europe isnt #safe anymore siâ€¦,pon_taro111,,,
neutral,RT @LordHakuten: https://t.co/e7KSaJ8xP7\n\n#Ukraineï¸ #UkraineWar #charity #UkraineRussiaWar #UkraineUnderAttaÑk #Ukrainecrisis #UkraineCrisiâ€¦,USAIndependent1,,,
neutral,RT @LordHakuten: https://t.co/e7KSaJ8xP7\n\n#Ukraineï¸ #UkraineWar #charity #UkraineRussiaWar #UkraineUnderAttaÑk #Ukrainecrisis #UkraineCrisiâ€¦,RISEmarketing1,,,
neutral,https://t.co/e7KSaJ8xP7\n\n#Ukraineï¸ #UkraineWar #charity #UkraineRussiaWar #UkraineUnderAttaÑk #Ukrainecrisisâ€¦ https://t.co/nLveimlhLz,LordHakuten,,,
neutral,\#Rusland voert een militaire operatie uit in OekraÃ¯ne, de doelen zijn beperkt," alleen militaire faciliteiten wordeâ€¦ https://t.co/NOyD1kmOqm""",kroon125,
positive,The #Ukrainecrisis is a good opportunity for India to right-size its relationship with #Russiaâ€”review and broad basâ€¦ https://t.co/0FZ8hKui7J,ORFMumbai,,,
neutral,SES van OekraÃ¯ne: 100 dagen oorlog #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression #WarCrimesâ€¦ https://t.co/Ntd39rEIsI,kroon125,,,
positive,"Ukraine conflict: Meet the baby as old as the war Born on 25 February, a child from Kyiv is growing up in a countryâ€¦ https://t.co/SeRvPwNSGv",USOverwatch,,,
negative,"If anyone believes in it, he is a level âˆž moron\n\n#Ukraine #Russia #RussiaInvadedUkraine #UkraineConflictâ€¦ https://t.co/zzsQ7yyWyj",cryptollokoo,,,
positive,Useful for anyone working on the #UkraineCrisis ðŸ‡ºðŸ‡¦ https://t.co/F8Ku8Qik6M,LBBrowne1,,,
negative,"My take on Indian multipolar approach in International Relations and other countries following her suit, resistingâ€¦ https://t.co/AedKLC9uaD",Amritpalkaur159,,,
neutral,#Severodonetsk ligt nu onder vuur #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression #WarCrimesâ€¦ https://t.co/8dt7mM5gsx,kroon125,,,
negative,Ukraine grants citizenship to Russian journalist who denounced war: 'I take the side of the victim'â€¦ https://t.co/EIahldhdKV,USOverwatch,,,
positive,RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK ðŸ‘‰ https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #grâ€¦,JudyandKeith,,,
positive,The #Ukrainecrisis is a good opportunity for India to right-size its relationship with #Russiaâ€”review and broad basâ€¦ https://t.co/XUKD2uBo1F,ORFMumbai,,,
positive,RT @WeissJsw819: Feel good at https://t.co/VKL1ZxZSKh\n\nCalmly click your LINK ðŸ‘‰ https://t.co/IN9IezZ3GH\n\n#paranormal #iands #depression #grâ€¦,IreneWoodbury,,,
neutral,"RT @JenningsLAmanda: Support Ukraine, 100% of proceeds go to the Humane Society International to support animals in need in Ukraine, digitaâ€¦",m_rennie20,,,
positive,RT @MatasMaldeikis: Let's remember that Putin became President after bombing residential blocks full of his own citizens. When it comes toâ€¦,aslm510,,,
neutral,RT @AlinaITurner: NO CANADA! \n\nWe can't be grandstanding on the world stage about our compassion for #UkraineCrisis then bring #refugees inâ€¦,mbraithwaite72,,,
negative,RT @HitoshiMisaka2: Limited impact seen for Japan of Russia's potential default | #NHK WORLD-JAPAN News\n#News #UkraineCrisis #Ukraine #Russâ€¦,manchan_free,,,
neutral,Victory will be ours says Zelensky | Hint News\nhttps://t.co/SQXHh3ebmN\n#HintNews  #StandWithUkraine  #UkraineWarâ€¦ https://t.co/JUQt3u7FiO,ThinkPositiveMC,,,
neutral,"(1) De Russische Federatie heeft ongeveer 100.000 ton gestolen graan van OekraÃ¯ne naar SyriÃ« gestuurd, vertelde deâ€¦ https://t.co/G3L3l18P1R",kroon125,,,
neutral,NO CANADA! \n\nWe can't be grandstanding on the world stage about our compassion for #UkraineCrisis then bringâ€¦ https://t.co/7oThyEgemz,AlinaITurner,,,
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runniâ€¦",A3_Melle,,,
neutral,RT @LordHakuten: https://t.co/DixckuhhSi\n\n#Ukraineï¸ #UkraineWar #charity #UkraineRussiaWar #UkraineUnderAttaÑk #Ukrainecrisis #Ukrainecrisis,LordHakuten,,,
negative,RT @RTNNewspaper: #Ukrainecrisis Russian FSB agent arrested following alleged planned terrorist attacks on Ukraine https://t.co/TGEl6hPqSx,SolTimesNews,,,
negative,#Ukrainecrisis Russian FSB agent arrested following alleged planned terrorist attacks on Ukraine https://t.co/TGEl6hPqSx,RTNNewspaper,,,
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#UkraineUnderAttack #IStandWithUkraine #UkraineRussiaWar #FuckPutin",FuckPutinBot,,,
neutral,"Mine kuradi ise, Putin!\n(Estonian)\n\n#RussianWarCrimes #UkraineRussiaWar #UkraineUnderAttack #PutinWarCrimes",FuckPutinBot,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",Mon4akon4a,,,
neutral,RT @GaetanoVallini: giugno la prima pagina di oggi #osservatoreromano\n#PapaFrancesco \n#UkraineUnderAttack #Ukraine #PeaceInUkraine #Ucrainaâ€¦,monda66,,,
neutral,Concordo! #UkraineUnderAttack https://t.co/DN9WFrsnk1,Birba731,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",dagmarmangold4,,,
neutral,\Es wundert also nicht, dass Russland wÃ¼tend auf diese Lieferung reagiert," ...\""\n@UAWeapons #UkraineUnderAttack https://t.co/RgaOB56o1V""",Wolfman2k,
neutral,"Eikite save, Putinas!\n(Lithuanian)\n\n#RussiaWarCrimes #StopPutin #UkraineUnderAttack #StandWithUkraine",FuckPutinBot,,,
neutral,"IdÅº siÄ™ pieprzyÄ‡, Putin!\n(Polish)\n\n#StopRussianAggression #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",FuckPutinBot,,,
neutral,"ë„ˆ ìžì‹ , í‘¸ì‹œ ë¹Œì–´ ë¨¹ì„!\n(Korean)\n\n#UkraineUnderAttack #Ukraine #IStandWithUkraine #RussianWarCrimes",FuckPutinBot,,,
neutral,"Git kendini becerdin, Putin!\n(Turkish)\n\n#PutinsWar #StopRussianAggression #UkraineRussiaWar #UkraineUnderAttack",FuckPutinBot,,,
neutral,"Va te faire foutre, Poutine!\n(French)\n\n#UkraineUnderAttack #StopRussianAggression #IStandWithUkraine #StandWithUkraine",FuckPutinBot,,,
neutral,"Ga jezelf neuken, putin!\n(Dutch)\n\n#PutinsWar #IStandWithUkraine #PutinWarCrimes #UkraineUnderAttack",FuckPutinBot,,,
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#StopRussianAggression #UkraineUnderAttack #FuckPutin #PutinsWar",FuckPutinBot,,,
neutral,A #Russian missile hit an agricultural facility in the #Odesa region this morning. The fire it caused was distinguiâ€¦ https://t.co/mOtvMVvVsd,suspilne_news,,,
neutral,"Git kendini becerdin, Putin!\n(Turkish)\n\n#PutinWarCrimes #RussianWarCrimes #UkraineRussiaWar #UkraineUnderAttack",FuckPutinBot,,,
negative,"Iet Fuck sevi, Putins!\n(Latvian)\n\n#UkraineUnderAttack #FuckPutin #RussiaWarCrimes #PutinsWar",FuckPutinBot,,,
neutral,Putin banned this image. We know he is on the wane. May he be transported by winged messengers to the netherworld tâ€¦ https://t.co/cPn1NfJeqZ,JlVoix,,,
neutral,#Ukraineï¸ #UkraineUnderAttack #WarCrime\n@piersmorgan @vonderleyen @DeborahMeaden @KayBurley @Keir_Starmerâ€¦ https://t.co/eXj8jJGC44,RupeshParmarX,,,
positive,RT @ukrayrussia: The soldier is only 21 years old fighting for his country. He's the only one guarding the footbridge of Kyiv.\n\nThis is heaâ€¦,Aderem9Adegbola,,,
positive,"RT @Gerashchenko_en: Thank you, \n@Metallica!\nThanks for supporting Ukraine! ðŸ‡ºðŸ‡¦ #StandWithUkraine #UkraineUnderAttack",riikka_kevo,,,
neutral,#Ukraineï¸ #UkraineUnderAttack #WarCrime\n@piersmorgan @vonderleyen @DeborahMeaden @KayBurley @Keir_Starmerâ€¦ https://t.co/UL792DJaBf,RupeshParmarX,,,
negative,"RT @realBertBlocken: Everywhere in Russia, small clay persons show up that protest against the war in @Ukraine \n\None of them has yet beenâ€¦""",gart_scheppers,,,
neutral,"Mine kuradi ise, Putin!\n(Estonian)\n\n#PutinWarCrimes #StandWithUkraine #StopRussianAggression #UkraineUnderAttack",FuckPutinBot,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",badmoodmax,,,
neutral,RT @AgenciaAJN: TurquÃ­a compra el grano ucraniano robado por Rusia \n\n#Rusia #Ucrania #Turquia #Russia #Ukraine #Turkey @KremlinRussia_E @Zeâ€¦,77roger77,,,
positive,"RT @mns120: Otra baja en los mandos Rusos ðŸ‡·ðŸ‡º, el carnicero de Syria, General Alexander Dvornikov comandante en jefe de la Operacion Especiaâ€¦",mns120,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",didzisdejus,,,
neutral,"Mene vittu itse, Putin!\n(Finnish)\n\n#RussiaWarCrimes #PutinWarCrimes #Ukraine #UkraineUnderAttack",FuckPutinBot,,,
negative,"Nenda fuck mwenyewe, Putin!\n(Swahili)\n\n#StopPutin #UkraineUnderAttack #Ukraine #UkraineRussiaWar",FuckPutinBot,,,
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#RussianWarCrimes #UkraineRussiaWar #StandWithUkraine #UkraineUnderAttack",FuckPutinBot,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",jamtartladyharp,,,
neutral,"Eikite save, Putinas!\n(Lithuanian)\n\n#UkraineUnderAttack #RussiaWarCrimes #FuckPutin #StopRussianAggression",FuckPutinBot,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",DebbieMcqueen11,,,
neutral,"Va te faire foutre, Poutine!\n(French)\n\n#StopRussianAggression #UkraineUnderAttack #RussiaWarCrimes #UkraineRussiaWar",FuckPutinBot,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",CCPFucker8964,,,
neutral,"Git kendini becerdin, Putin!\n(Turkish)\n\n#StopPutin #StandWithUkraine #UkraineUnderAttack #RussiaWarCrimes",FuckPutinBot,,,
neutral,"Pojdi, Putin!\n(Slovenian)\n\n#UkraineRussiaWar #RussianWarCrimes #UkraineUnderAttack #RussiaInvadedUkraine",FuckPutinBot,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",TrueBluPatriot,,,
neutral,RT @Milda_Design: We donate 20% of the profits from the sale of products to Ukraine.\nBuy linkðŸ‘‡\nhttps://t.co/e2httf4Etr\n\n#StandWithUkraineÂ â€¦,WorkingActuary,,,
negative,"Mur fuck lilek innifsek, Putin!\n(Maltese)\n\n#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineUnderAttack",FuckPutinBot,,,
neutral,"Vai a scopare te stesso, Putin!\n(Italian)\n\n#UkraineUnderAttack #RussianWarCrimes #RussiaWarCrimes #StopPutin",FuckPutinBot,,,
neutral,"Pergi bercinta sendiri, Putin!\n(Indonesian)\n\n#PutinsWar #Ukraine #StandWithUkraine #UkraineUnderAttack",FuckPutinBot,,,
neutral,RT @raging545: Situational maps showing the amount of the city of #Severodonetsk that has been recaptured by Ukrainian forces in the last 2â€¦,Xmagdalena,,,
neutral,"Vai a scopare te stesso, Putin!\n(Italian)\n\n#PutinWarCrimes #UkraineUnderAttack #Ukraine #RussiaWarCrimes",FuckPutinBot,,,
neutral,RT @ZofiaDyrman: Letâ€™s singvtogether #StandWithUkriane #Ukraina #UkraineUnderAttack #RussiaInvadedUkraine #WARINUKRAINE #StopRussia #PutinIâ€¦,BlowOfTheWind,,,
negative,"Go Fuck ÑÑÐ±Ðµ, ÐŸÑƒÑ†Ñ–Ð½!\n(Belarusian)\n\n#StopPutin #UkraineUnderAttack #Ukraine #IStandWithUkraine",FuckPutinBot,,,
neutral,"Ga jezelf neuken, putin!\n(Dutch)\n\n#FuckPutin #UkraineUnderAttack #IStandWithUkraine #Ukraine",FuckPutinBot,,,
neutral,RT @jon_tigray: #TigrayGenocide #Mykolaiv #Ukraineï¸ #UkraineUnderAttack \n#Ethiopia #SiyadArts https://t.co/jhAeuCHOJ0,MhretabZeru,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",MarciaBunney,,,
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn childrenâ€¦",Adriana60907491,,,
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#FuckPutin #IStandWithUkraine #StandWithUkraine #UkraineUnderAttack",FuckPutinBot,,,
neutral,RT @UWTracker: #Ukraine: Members of the 25th Airborne Brigade of the Ukrainian Army use a Ukrainian UAG-40 40x53mm automatic grenade launchâ€¦,mbelcastrob,,,
